C_DISC,CERT,SHAPE,PCS,WEIGHT,COLOR,CLARITY,CUT,POL,SY,FLUO,FLUO_COLOR,FANCY_COLOR,FANCY_INTENSITY,FANCY_OVERTONE,TD,TABL,MIN_DIAM,MAX_DIAM,HEIGHT,RATIO,COL_SHADE,MILKY,TABLE_BLACK,SIDE_BLACK,WHT_INC,KEY_TO_SYMBOL,CERT_COMMENTS,CR_ANGLE,CR_HEIGHT,PV_ANGLE,PV_DEPTH,GIRDLE_PERCENTAGE,GIRDLE_CONDITION,STAR_LENGTH,LOWER_HALF,CULET,EYE_CLEAN,TABLE_CLEAN,HA,CERT_TYPE,CERT_DATE,REF_DAYS,INTERNAL_COLOR,INTERNAL_CLARITY,OPEN,NATURAL,INTENDED_NATURAL,CAVITY,CHIP,EXTRA_FACET,GRAINING,CUT_COMMENTS,AM,PCR,FMTS,C1T,DEMAND_STATUS,ASSORT_DATE,,COUNTRY_OF_ORIGIN_MINE_ORIGIN,MINING_CO_NAME,MINING_CO_DESCRIPTION,SOURCE_CO,SOURCE_COUNTRY,SOURCE_MINE,, Inv_Date, Inv_Party, Inv_By , Inv_Term
-34,3,6,1,0.61,7,3,1,1,1,3,2,11,1,1,62.2,59,5.38,5.42,3.36,1.007,1,4,4,5,7,"Cloud, Pinpoint",-,35.5,14.5,41.2,43.5,4,1,50,80,2,2,2,1,1,10-05-2022,29,7,3,1,3,5,4,3,3,5,1,2,1,2,1,2,10-05-2022,,BOTSWANA,DEBSWANA,UNKNOWN,ODC,BOTSWANA,ODC,,07-06-2022,Dia Corp,Dia Corp,5
-52,3,6,1,0.61,8,6,1,1,3,3,2,11,1,1,62.4,59,5.36,5.43,3.37,1.013,4,1,4,5,8,"Feather, Cloud",-,35.5,15,41.2,43.5,4,1,50,80,2,1,1,1,1,23-05-2022,22,8,6,1,1,5,4,3,3,4,1,2,1,2,1,2,23-05-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,09-06-2022,Uni- Design Jewellery Pvt. Ltd. Uni,Uni- Design Jewellery Pvt. Ltd. Uni,30
-27.24,3,6,1,0.61,7,4,1,1,1,3,2,10,2,2,62.8,58,5.37,5.41,3.39,1.007,4,4,4,5,1,"Crystal, Cloud, Feather, Needle",,34.5,14.5,41.6,44.5,4,2,45,80,2,,,,,,,7,4,1,3,5,4,3,3,4,3,,,,,,,,,,,,,,,08-06-2022,Uni-Design Elite Jewellery Pvt. Ltd,Uni-Design Elite Jewellery Pvt. Ltd,30
-26.51,3,6,1,0.61,7,4,1,1,1,3,2,10,2,2,62.9,57,5.36,5.41,3.39,1.009,4,4,4,5,1,"Cloud, Crystal, Pinpoint",,36.5,16,41,43.5,3.5,2,50,75,2,,,,,,,7,4,1,3,5,4,3,3,4,3,,,,,,,,,,,,,,,07-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-26.51,3,6,1,0.61,7,4,1,1,1,3,2,10,2,2,63.3,58,5.38,5.42,3.42,1.007,4,4,4,5,1,"Cloud, Crystal, Needle",,34.5,14.5,41.8,44.5,4,2,50,80,2,,,,,,,7,4,1,3,5,4,3,3,4,3,,,,,,,,,,,,,,,07-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-26.67,3,6,1,0.61,6,3,1,1,1,3,,,,,62.7,57,5.38,5.41,3.38,1.006,,,,,,Pinpoint,,35.5,15.5,41,43.5,4,1,50,80,2,,,,1,08-03-2022,8,,,,,,,,,,,,,,,,06-06-2022,,,,,,,,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-26.67,3,6,1,0.61,6,3,1,1,1,3,,,,,62.7,56,5.38,5.42,3.39,1.007,,,,,,Pinpoint,,36.5,16.5,40.6,43,3.5,1,50,80,2,,,,1,07-04-2022,8,,,,,,,,,,,,,,,,06-06-2022,,,,,,,,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-25.64,3,6,1,0.61,6,3,1,1,1,3,,,,,62.3,57,5.38,5.42,3.36,1.007,,,,,,Pinpoint,,36,15.5,40.6,43,4,1,50,80,2,,,,1,28-03-2022,9,,,,,,,,,,,,,,,,06-06-2022,,,,,,,,,15-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-41,3,6,1,0.61,10,1,1,1,1,2,2,11,1,1,63.2,57,5.38,5.42,3.41,1.007,4,4,4,5,1,Minor Details Of Polish,-,35,15,41.4,44,4,1,50,80,2,2,2,1,1,17-02-2022,118,10,1,1,3,5,4,3,3,4,3,2,1,2,1,2,17-02-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,15-06-2022,Kavan Exports,Kavan Exports,60
-30,3,2,1,0.61,7,4,,3,3,3,2,11,2,2,63.5,64,4.08,5.9,2.59,1.446,4,4,4,5,2,Feather,,0,0,0,0,0,2,,,2,2,2,1,1,29-04-2022,51,7,4,1,3,5,4,3,3,4,1,2,1,2,1,2,29-04-2022,,BOTSWANA,DEBSWANA,UNKNOWN,ODC,BOTSWANA,ODC,,18-06-2022,Israel Levy Diamond Cutters Inc.,Israel Levy Diamond Cutters Inc.,30
-17,2,6,1,0.62,7,4,1,1,1,1,2,10,2,2,61.7,59,5.43,5.45,3.36,1.004,4,4,4,5,1,NN,NN,35.5,14.5,40.7,43,4.2,2,53,80,2,2,2,1,,06-05-2022,39,7,4,1,3,5,4,3,3,4,3,2,1,2,1,1,06-05-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,60
-32,3,6,1,0.62,7,3,1,1,3,3,2,11,1,1,62.5,58,5.4,5.44,3.39,1.007,4,4,4,5,7,Pinpoint,-,35.5,15,41,43.5,4,1,50,80,2,2,2,2,1,24-05-2022,21,7,3,1,3,5,4,3,3,4,1,2,2,2,1,1,24-05-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,09-06-2022,Diarough N. V.,Diarough Sourcing S. A.,60
-17,2,6,1,0.62,7,4,1,1,1,1,2,10,2,2,61.4,59.8,5.46,5.49,3.36,1.005,4,4,4,5,1,NN,NN,34.2,13.7,41.2,43.7,4,2,50,75,2,2,2,1,,06-05-2022,39,7,4,1,3,5,4,3,3,4,3,2,1,2,1,1,06-05-2022,,BOTSWANA,DEBSWANA,UNKNOWN,ODC,BOTSWANA,ODC,,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,60
-27.49,3,6,1,0.62,7,4,1,1,1,3,2,10,2,2,63.1,56,5.39,5.43,3.41,1.007,4,4,4,5,1,Crystal,,35.5,16,40.8,43,4,2,45,80,2,,,,,,,7,4,1,3,5,4,3,3,4,3,,,,,,,,,,,,,,,07-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-27.24,3,6,1,0.62,7,4,1,1,1,3,2,10,2,2,63.2,56,5.4,5.44,3.43,1.007,4,4,4,5,1,"Crystal, Cloud, Pinpoint",,36.5,16.5,41,43.5,3.5,2,45,80,2,,,,,,,7,4,1,3,5,4,3,3,4,3,,,,,,,,,,,,,,,07-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-27.06,3,6,1,0.62,6,3,1,1,1,3,,,,,62.4,57,5.42,5.45,3.39,1.006,,,,,,"Cloud, Pinpoint, Needle, Feather",,35,15,41,43.5,4,1,50,80,2,,,,1,17-06-2021,8,,,,,,,,,,,,,,,,06-06-2022,,,,,,,,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-27.56,3,6,1,0.62,6,3,1,1,1,3,,,,,62.7,58,5.41,5.45,3.41,1.007,,,,,,"Cloud, Needle, Pinpoint",,35.5,15,41.2,43.5,4,1,50,80,2,,,,1,01-06-2021,8,,,,,,,,,,,,,,,,06-06-2022,,,,,,,,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-29,3,6,1,0.62,7,2,1,1,3,3,2,11,1,1,62,59,5.42,5.47,3.37,1.009,4,4,4,5,1,Pinpoint,-,36,15,41,43.5,4,1,50,80,1,2,2,1,1,11-05-2022,19,7,2,1,3,5,4,3,3,4,3,2,1,2,1,1,28-05-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,16-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-35,3,6,1,0.63,6,3,1,1,1,3,2,11,1,1,62.8,56,5.45,5.48,3.43,1.006,1,4,4,5,7,"Pinpoint, Cloud, Needle",-,36,16,40.8,43,3.5,1,50,80,2,2,2,1,1,20-05-2022,25,6,3,1,3,5,4,3,3,4,1,2,1,1,1,2,20-05-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-27,3,6,1,0.63,7,3,1,1,1,3,,,,,61.8,62,5.46,5.49,3.38,1.005,4,4,4,5,2,Cloud,,34,13,41.6,44.5,4.5,,45,80,2,2,2,1,1,15-11-2021,10,,,1,,,,,,,,,,,,2,04-06-2022,,,,,,,,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-35,3,6,1,0.65,8,3,1,1,1,1,2,11,1,1,63.5,56,5.48,5.52,3.49,1.007,4,4,4,5,7,Pinpoint,-,36.5,16.5,41,43.5,3.5,1,50,80,2,2,2,1,1,13-05-2022,33,8,3,1,3,5,4,3,3,4,1,2,1,2,1,2,13-05-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,15-06-2022,Kavan Exports,Kavan Exports,60
-38,3,6,1,0.65,6,2,1,1,3,3,2,10,2,2,62.2,56,5.54,5.56,3.45,1.004,4,4,4,5,1,"Cloud, Pinpoint, Indented Natural, Surface Graining",,35.5,15.5,41,43,3.5,2,55,80,2,,,,1,08-12-2021,192,6,2,1,3,5,4,3,3,4,3,2,1,1,1,,08-12-2021,,,,,,,,,17-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-16.5,3,6,1,0.66,7,6,1,1,1,3,,,,,62.3,56,5.58,5.6,3.48,1.004,,,,,,"Cloud, Crystal, Feather",,35,15.5,41.2,43.5,3.5,1,50,80,1,,,,1,28-04-2022,11,,,,,,,,,,,,,,,,03-06-2022,,,,,,,,,13-06-2022,Superior Diamonds Pty. Ltd.,Superior Diamonds Pty. Ltd.,
-17,2,6,1,0.67,7,4,1,1,1,3,2,10,2,2,62.3,58.1,5.56,5.59,3.48,1.005,4,4,4,5,1,NN,NN,35.5,15.1,41,43.4,3.8,2,50,80,2,2,2,1,,04-05-2022,41,7,4,1,3,5,4,3,3,4,3,2,1,2,1,1,04-05-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,60
-16,3,6,1,0.69,7,6,1,1,1,3,,,,,62.6,53,5.66,5.68,3.55,1.004,,,,,,"Feather, Knot, Cloud",,31.5,14.5,41.4,44,4.5,1,50,80,1,,,,1,19-08-2020,4,,,,,,,,,,,,,,,,10-06-2022,,,,,,,,,13-06-2022,Superior Diamonds Pty. Ltd.,Superior Diamonds Pty. Ltd.,
-33,1,6,1,0.7,7,4,3,3,3,3,2,10,2,2,62,62,5.58,5.64,3.48,1.011,4,4,4,5,1,,,36,14,40.8,43,5,2,,,2,,,,,08-01-2022,157,7,5,1,3,5,4,3,3,4,3,2,1,1,1,,08-01-2022,,,,,,AGGREGATE,UNKNOWN,,13-06-2022,Titan Company Limited,Titan Company Limited,30
-40,3,6,1,0.7,9,2,3,1,3,3,2,11,1,1,64.7,58,5.51,5.58,3.59,1.013,4,4,4,5,2,"Pinpoint, Feather, Indented Natural",-,36,15.5,41.6,44.5,5,1,50,75,2,2,2,1,1,04-02-2022,122,9,2,1,1,2,4,3,3,4,3,2,1,1,1,2,04-02-2022,,CANADA,RIO-TINTO,DIAVIK,RIO-TINTO,CANADA,DIAVIK,,03-06-2022,Sun Rays,Sun Rays,30
-45,3,6,1,0.7,10,2,1,1,1,2,2,11,1,1,63.3,56,5.62,5.66,3.57,1.007,4,4,4,5,1,"Pinpoint, Indented Natural, Manufacturing Remnant, Feather",,36.5,16.5,41,43.5,3.5,1,50,80,2,,,1,1,10-02-2022,116,10,2,1,3,5,4,3,3,4,3,2,1,2,1,2,10-02-2022,,,,,,,AGGREGATE,,03-06-2022,Sun Rays,Sun Rays,30
-52,3,6,1,0.7,9,3,3,3,1,2,2,11,1,1,64.7,56,5.51,5.56,3.58,1.009,4,4,4,5,2,"Feather, Etch Channel",-,36.5,16,41,43.5,5,1,50,75,2,2,2,1,1,16-02-2022,110,9,3,1,1,5,4,3,3,4,3,2,1,1,1,2,16-02-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,03-06-2022,Sun Rays,Sun Rays,30
-34,2,6,1,0.7,6,7,1,3,3,3,2,11,2,2,62.9,56,5.64,5.66,5.65,1.004,4,4,4,5,1,-,-,36.5,16,41,43,3.5,2,45,80,2,1,1,1,1,12-05-2022,33,6,7,1,3,5,4,3,3,4,3,2,1,2,1,1,12-05-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-48,3,6,1,0.7,10,3,1,3,3,2,2,11,1,1,62.9,57,5.58,5.66,3.54,1.014,4,4,4,5,7,"Indented Natural, Pinpoint",-,35,15.5,41.2,43.5,4,1,50,75,2,2,2,1,1,23-02-2022,103,10,3,1,1,3,4,3,3,4,3,2,1,2,1,2,23-02-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,03-06-2022,Sun Rays,Sun Rays,30
-45,3,6,1,0.7,10,2,1,1,3,2,2,11,1,1,63.1,55,5.64,5.67,3.57,1.005,4,4,4,5,2,Feather,-,36.5,17,40.6,42.5,3.5,1,45,80,2,2,2,1,1,20-04-2022,47,10,2,1,3,5,4,3,3,4,1,2,1,2,1,2,20-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,03-06-2022,Sun Rays,Sun Rays,30
-49,3,6,1,0.7,9,6,1,1,1,3,2,11,1,1,62.1,60,5.63,5.67,3.51,1.007,4,1,1,5,8,"Cloud, Crystal, Feather",NA,35.5,14.5,41.2,43.5,4,1,45,80,2,1,1,1,1,01-04-2022,69,9,6,1,1,5,4,3,3,4,1,,,,,2,01-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,Sheel Gems,Sheel Gems,75
-33,1,6,1,0.7,7,4,1,1,1,3,2,10,2,2,62,61,5.61,5.69,3.5,1.014,4,4,4,5,1,,,35,14,41.2,44,4.5,2,,,2,,,,,09-03-2022,86,7,4,1,3,5,4,3,3,4,3,2,1,2,1,,09-03-2022,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,02-06-2022,Titan Company Limited,Titan Company Limited,30
-45,3,6,1,0.7,6,4,3,1,3,3,2,11,1,1,64,56,5.58,5.64,3.59,1.011,3,4,1,5,1,"Crystal, Cloud",,36.5,16.5,40.8,43,4.5,1,45,75,2,,,1,1,22-03-2022,76,6,5,1,3,5,4,3,3,4,3,2,1,2,1,2,22-03-2022,,,,,,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,03-06-2022,Sun Rays,Sun Rays,30
-58,3,6,1,0.7,6,6,1,1,1,1,2,7,2,2,61.4,56,5.69,5.73,3.5,1.007,4,1,4,5,8,Cloud,,33,14.5,40.8,43,4,2,50,80,2,1,1,1,1,01-04-2022,69,6,6,1,3,5,4,3,3,4,1,,,,,2,01-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,Sheel Gems,Sheel Gems,75
-53,3,6,1,0.7,9,6,1,1,3,3,2,11,1,1,63.7,56,5.59,5.66,3.58,1.013,4,1,4,5,1,"Crystal, Cloud",,36.5,16.5,41,43.5,3.5,1,45,80,2,,,1,1,27-03-2022,74,9,6,1,3,5,4,3,3,4,3,2,1,2,1,2,27-03-2022,,,,,,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,Sheel Gems,Sheel Gems,75
-48,3,6,1,0.7,7,4,1,3,3,1,2,11,1,1,62.8,57,5.6,5.67,3.54,1.013,4,1,2,5,8,"Feather, Cloud, Crystal, Knot",NN,36,15.5,41,43.5,3.5,1,50,80,2,1,2,1,1,08-04-2022,62,7,5,1,3,5,4,3,3,4,3,,,,,2,08-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,Sheel Gems,Sheel Gems,75
-28,2,6,1,0.7,9,2,1,1,3,3,2,10,2,2,62.2,59,,,3.52,,4,4,4,5,7,Feather,NA,34.5,14.5,41.4,44,4,2,50,80,2,2,2,1,,10-04-2022,54,9,2,1,3,5,4,3,3,4,3,,,,,1,10-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,02-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-53,3,6,1,0.7,7,7,3,3,3,3,2,11,1,1,65.1,59,5.49,5.54,3.59,1.009,4,1,4,5,9,Cloud,NA,37,15.5,41.2,44,5.5,1,50,75,2,1,1,1,1,03-04-2022,67,7,7,1,2,5,1,3,3,4,4,,,,,2,03-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,Sheel Gems,Sheel Gems,75
-33,3,6,1,0.7,8,7,1,1,1,3,2,11,1,1,61.6,57,5.67,5.71,3.51,1.007,4,4,4,2,7,"Feather, Crystal, Cloud",NA,34.5,15,40.8,43,3.5,1,50,75,2,1,1,1,1,03-04-2022,66,8,7,2,1,5,4,3,3,4,3,,,,,2,03-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-65,3,6,1,0.7,8,7,1,1,1,1,2,11,1,1,63.4,56,5.6,5.66,3.57,1.011,4,1,1,5,7,"Feather, Twinning Wisp, Cloud",NA,36.5,16.5,41,43.5,3.5,1,50,80,2,1,1,1,1,05-04-2022,65,8,7,1,1,5,4,3,3,4,3,,,,,2,05-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,Sheel Gems,Sheel Gems,75
-32,3,6,1,0.7,6,6,1,1,3,3,2,11,2,2,61,60,5.65,5.71,3.46,1.011,4,4,4,5,7,"Crystal, Feather, Cloud",-,35,14,40.6,42.5,4,2,50,80,2,2,1,1,1,20-04-2022,55,6,6,1,3,5,4,3,3,4,1,2,1,2,1,2,20-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-28,3,6,1,0.7,6,4,1,1,1,3,2,11,1,1,62.7,57,5.63,5.66,3.54,1.005,4,4,4,5,2,Cloud,-,35.5,15.5,41,43.5,4,1,50,80,2,2,2,1,1,10-05-2022,30,6,4,1,3,5,4,3,3,4,1,2,1,2,1,1,10-05-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-41,3,6,1,0.7,4,4,3,3,2,3,2,11,2,2,64.7,59,5.45,5.57,3.57,1.022,4,1,4,5,2,"Cloud, Indented Natural",-,37,15.5,41,43.5,4350,2,50,80,2,2,2,2,1,29-04-2022,41,4,5,1,1,2,4,3,3,4,1,2,1,2,1,2,29-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,Sheel Gems,Sheel Gems,75
-55,3,6,1,0.7,9,6,3,1,3,3,2,11,1,1,64.7,59,5.49,5.56,3.58,1.013,4,1,4,5,9,Cloud,-,37,15.5,41.2,43.5,5.5,1,50,75,2,1,1,1,1,27-04-2022,43,9,6,1,1,5,4,3,3,4,1,2,1,2,1,2,27-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,Sheel Gems,Sheel Gems,75
-50,3,6,1,0.7,5,6,3,1,3,3,2,11,1,1,64.9,59,5.47,5.56,3.58,1.016,4,1,4,5,1,Cloud,-,36.5,15.5,41.4,44.5,5.5,1,50,75,2,1,1,1,1,27-04-2022,43,5,6,1,1,3,4,3,3,4,1,2,1,2,1,2,27-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,Sheel Gems,Sheel Gems,75
-27,3,6,1,0.7,7,4,1,1,1,3,2,11,1,1,62.8,54,5.64,5.68,3.55,1.007,4,4,4,5,1,"Feather, Needle",-,35.5,16.5,40.6,43,3.5,1,45,80,2,1,1,1,1,18-05-2022,21,7,4,1,3,5,4,3,3,4,3,2,1,2,1,1,18-05-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,07-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-64,3,6,1,0.7,8,6,2,3,2,3,2,11,1,1,65.1,54,5.53,5.58,3.62,1.009,4,1,4,5,8,"Cloud, Indented Natural",-,35.5,16.5,41.4,43.5,4.5,1,45,75,2,1,1,1,1,24-04-2022,46,8,6,1,2,3,1,3,3,4,1,2,1,1,1,2,24-04-2022,,,UNKNOWN,UNKNOWN,UNKNOWN,ANGOLA,,,08-06-2022,Adamant Exports LLP,Adamant Exports LLP,0
-53,3,6,1,0.7,7,7,3,1,3,3,2,11,2,2,63.7,52,5.57,5.59,3.56,1.004,4,1,1,5,3,"Cloud, Crystal, Twinning Wisp",-,36.5,17.5,39.8,41.5,5,2,50,75,2,1,1,1,1,05-05-2022,35,7,7,1,3,5,4,3,3,4,1,2,1,1,1,2,05-05-2022,,BOTSWANA,DEBSWANA,UNKNOWN,ODC,BOTSWANA,ODC,,08-06-2022,Sheel Gems,Sheel Gems,75
-33,3,6,1,0.7,6,6,1,3,3,3,2,11,1,1,60.6,60,5.67,5.74,3.46,1.012,4,4,1,5,8,"Feather, Crystal",-,35,14,40.8,43,3.5,1,50,75,2,1,1,1,1,10-05-2022,35,6,6,1,1,5,4,3,3,4,1,2,1,2,1,2,10-05-2022,,RUSSIAN FEDERATION,ALROSA,ALROSA,ALROSA,RUSSIAN FEDERATION,ALROSA,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-55,3,6,1,0.7,9,7,3,1,2,3,2,11,1,1,64.6,59,5.5,5.6,3.59,1.018,4,1,4,5,8,Cloud,-,36,15,41.8,44.5,5,1,50,75,2,1,1,1,1,13-05-2022,27,9,7,1,1,5,4,3,3,4,1,2,1,2,1,2,13-05-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,Sheel Gems,Sheel Gems,75
-31,3,6,1,0.7,7,4,1,1,1,3,2,11,1,1,62.3,56,5.64,5.69,3.53,1.009,4,4,1,5,7,"Crystal, Feather",-,35,15.5,40.6,43,4,1,45,80,2,2,2,1,1,24-05-2022,15,7,5,1,3,5,4,3,3,4,1,2,1,2,1,2,24-05-2022,,NAMIBIA,NAMDIA,UNKNOWN,NAMDIA,NAMIBIA,UNKNOWN,,07-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-21,2,6,1,0.7,6,4,1,1,1,3,2,10,2,2,62.2,57.8,5.64,5.68,3.52,1.007,4,4,4,5,1,NN,NN,34.9,14.8,41,43.5,3.9,1,48,75,2,2,2,1,3,19-05-2022,26,6,4,1,3,5,4,3,3,4,3,2,1,2,1,1,19-05-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,60
-28.13,2,6,1,0.7,8,3,1,1,1,3,2,10,2,2,62.2,58.4,5.62,5.67,3.51,1.009,4,4,4,5,1,NN,NN,35.9,15.2,40.8,43,4,1,49,80,2,2,2,1,3,19-05-2022,26,8,3,1,3,5,4,3,3,4,3,2,1,2,1,1,19-05-2022,,NAMIBIA,NAMDIA,UNKNOWN,NAMDIA,NAMIBIA,UNKNOWN,,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,60
-23,2,6,1,0.7,9,4,1,1,1,3,2,10,2,2,62.3,55.1,5.66,5.7,3.53,1.007,4,4,4,5,1,NN,NN,35.4,15.8,40.6,42.8,3.7,1,46,75,2,2,2,1,3,19-05-2022,26,9,4,1,3,5,4,3,3,4,3,2,1,2,1,1,19-05-2022,,NAMIBIA,NAMDIA,UNKNOWN,NAMDIA,NAMIBIA,UNKNOWN,,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,60
-56,3,6,1,0.7,8,6,3,3,3,3,2,11,1,1,64.3,59,5.5,5.57,3.56,1.013,4,1,4,5,8,"Cloud, Feather",-,36.5,15,41.2,43.5,5.5,1,50,70,2,1,1,1,1,25-05-2022,15,8,6,1,1,5,4,3,3,4,1,2,1,2,1,2,25-05-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,08-06-2022,Sheel Gems,Sheel Gems,75
