C_DISC,CERT,SHAPE,PCS,WEIGHT,COLOR,CLARITY,CUT,POL,SY,FLUO,FLUO_COLOR,FANCY_COLOR,FANCY_INTENSITY,FANCY_OVERTONE,TD,TABL,MIN_DIAM,MAX_DIAM,HEIGHT,RATIO,COL_SHADE,MILKY,TABLE_BLACK,SIDE_BLACK,WHT_INC,KEY_TO_SYMBOL,CERT_COMMENTS,CR_ANGLE,CR_HEIGHT,PV_ANGLE,PV_DEPTH,GIRDLE_PERCENTAGE,GIRDLE_CONDITION,STAR_LENGTH,LOWER_HALF,CULET,EYE_CLEAN,TABLE_CLEAN,HA,CERT_TYPE,CERT_DATE,REF_DAYS,INTERNAL_COLOR,INTERNAL_CLARITY,OPEN,NATURAL,INTENDED_NATURAL,CAVITY,CHIP,EXTRA_FACET,GRAINING,CUT_COMMENTS,AM,PCR,FMTS,C1T,DEMAND_STATUS,ASSORT_DATE,,COUNTRY_OF_ORIGIN_MINE_ORIGIN,MINING_CO_NAME,MINING_CO_DESCRIPTION,SOURCE_CO,SOURCE_COUNTRY,SOURCE_MINE,, Inv_Date, Inv_Party, Inv_By , Inv_Term
-34.57,3,6,1,0.3,6,3,1,1,1,3,,,,,63.3,57,4.22,4.26,2.69,1.009,,,,,,"Pinpoint, Needle",,35,15,41.4,44,4,1,50,80,2,,,,1,11-02-2022,9,,,,,,,,,,,,,,,,06-06-2022,,,,,,,,,15-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-35.25,3,6,1,0.3,7,3,1,1,1,3,,,,,61.6,53,4.3,4.33,2.66,1.007,,,,,,"Needle, Pinpoint",,34,15.5,40.6,42.5,3.5,1,45,75,1,,,,1,28-07-2021,11,,,,,,,,,,,,,,,,04-06-2022,,,,,,,,,15-06-2022,Uni-Design Jewellery India Pvt. Ltd,Uni-Design Jewellery India Pvt. Ltd,30
-36.24,3,6,1,0.3,7,2,1,1,1,3,2,10,2,2,62.6,56,4.29,4.32,2.7,1.007,4,4,4,5,1,"Cloud, Pinpoint",,35.5,15.5,41.2,43.5,3.5,1,45,80,2,,,,1,31-05-2022,15,7,2,1,3,5,4,3,3,4,3,,,,,,31-05-2022,,,,,,,,,15-06-2022,Uni-Design Jewellery India Pvt. Ltd,Uni-Design Jewellery India Pvt. Ltd,30
-35.05,3,6,1,0.3,7,4,1,1,1,3,,,,,58.9,62,4.4,4.42,2.6,1.005,,,,,,Cloud,,33,12.5,41,43.5,3,1,50,75,1,,,,1,02-02-2022,6,,,,,,,,,,,,,,,,09-06-2022,,,,,,,,,15-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-35.98,3,6,1,0.3,7,2,1,1,1,3,,,,,63.3,56,4.24,4.27,2.7,1.007,,,,,,"Feather, Cavity, Chip",,36.5,16.5,41,43,3.5,1,50,80,1,,,,1,19-05-2022,2,,,,,,,,,,,,,,,,13-06-2022,,,,,,,,,15-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-37,3,6,1,0.3,7,2,1,1,1,3,,10,2,,61.2,60,4.29,4.32,2.64,1.007,4,4,4,5,1,"Cloud, Feather",,32.5,13,41.8,44.5,4,1,50,80,2,,,,,10-11-2021,0,11,,1,,,,,,,,,,,,,15-06-2022,,,,,,,,,15-06-2022,Khazana Jewellery Pvt. Ltd.,Khazana Jewellery Pvt. Ltd.,7
-37,3,6,1,0.3,7,2,1,1,1,3,,10,2,,62,61,4.25,4.28,2.64,1.007,4,4,4,5,1,"Pinpoint, Feather",,35,14,41.2,43.5,4.5,1,50,75,2,,,,,11-10-2021,0,11,,1,,,,,,,,,,,,,15-06-2022,,,,,,,,,15-06-2022,Khazana Jewellery Pvt. Ltd.,Khazana Jewellery Pvt. Ltd.,7
-37,3,6,1,0.3,7,2,1,1,1,3,,10,2,,59.4,62,4.34,4.37,2.59,1.007,4,4,4,5,1,Needle,,33,12.5,41,43.5,3.5,1,50,75,2,,,,,02-10-2021,0,11,,1,,,,,,,,,,,,,15-06-2022,,,,,,,,,15-06-2022,Khazana Jewellery Pvt. Ltd.,Khazana Jewellery Pvt. Ltd.,7
-37,3,6,1,0.3,7,2,1,1,1,3,,10,2,,58.8,61,4.35,4.39,2.57,1.009,4,4,4,5,1,"Cloud, Pinpoint, Feather",,32.5,12.5,40.8,43,3.5,1,45,75,2,,,,,29-07-2021,0,11,,1,,,,,,,,,,,,,15-06-2022,,,,,,,,,15-06-2022,Khazana Jewellery Pvt. Ltd.,Khazana Jewellery Pvt. Ltd.,7
-37,1,6,1,0.3,7,6,1,1,1,3,2,10,2,2,62,56,4.29,4.31,2.66,1.005,4,4,4,5,1,,,35,15.5,40.8,43,3.5,2,50,75,2,2,2,2,,15-04-2022,61,7,6,1,3,5,4,3,3,4,3,2,1,2,1,1,15-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,14-06-2022,Titan Company Limited,Titan Company Limited,30
-32.3,3,6,1,0.3,9,2,1,1,1,3,,,,,62.4,57,4.27,4.29,2.67,1.005,,,,,,"Cloud, Pinpoint",,35.5,15.5,41,43,4,1,50,80,1,,,,1,18-05-2022,2,,,,,,,,,,,,,,,,13-06-2022,,,,,,,,,14-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-31,2,6,1,0.3,6,3,1,1,3,3,2,11,2,2,61.6,58,4.27,4.29,2.64,1.005,4,4,4,5,2,"Feather, Pinpoint",-,36,15,40.6,42.5,4,2,50,75,2,2,2,1,1,26-04-2022,50,6,3,1,3,5,4,3,3,4,1,2,1,1,1,2,26-04-2022,,-,-,-,-,-,-,,14-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-35,2,6,1,0.3,8,4,1,1,1,1,2,10,2,2,62.8,56,4.28,4.31,2.7,1.007,4,4,4,5,1,NN,NN,36,16,41,43.5,3.5,2,50,80,2,2,2,1,,27-04-2022,49,8,4,1,3,5,4,3,3,4,3,2,1,2,1,1,27-04-2022,,CANADA,RIO-TINTO,DIAVIK,RIO-TINTO,CANADA,DIAVIK,,14-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-25.44,2,6,1,0.3,6,2,1,1,1,3,2,10,2,2,60.5,61,4.32,4.34,2.62,1.005,4,4,4,5,1,PINPOINT  CLOUD  FEATHER,,34.5,13.5,40.8,43,4,,0,0,,1,,,3,19-05-2022,27,6,2,1,3,5,4,3,3,4,3,,,,,,19-05-2022,,,,,,,,,14-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-38.39,2,6,1,0.3,7,3,1,1,1,1,2,10,2,2,62.2,59,4.26,4.29,,1.007,4,4,4,5,1,PP,,35.1,14.5,41.2,43.5,3.98,2,,,2,,,1,,15-12-2021,182,7,3,1,3,5,4,3,3,4,3,,1,2,,,15-12-2021,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,14-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-35,2,6,1,0.3,7,3,1,1,1,3,2,11,2,2,62.5,55,4.25,4.28,2.66,1.007,4,4,4,5,1,Feather,-,36.5,16.5,40.6,42.5,3.5,2,50,80,2,2,2,1,1,22-04-2022,54,7,3,1,3,5,4,3,3,4,3,2,1,1,1,1,22-04-2022,,CANADA,ARCTIC CANADIAN,EKATI,ARCTIC CANADIAN,CANADA,EKATI,,14-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-40,2,6,1,0.3,7,3,1,3,1,3,2,11,2,2,62.1,55,4.25,4.29,2.66,1.009,4,4,4,5,1,"Pinpoint, Needle",-,33,15,40.8,43,4.5,2,50,80,2,1,2,1,1,20-04-2022,56,7,3,1,3,5,4,3,3,4,3,2,1,2,1,1,20-04-2022,,CANADA,ARCTIC CANADIAN,EKATI,ARCTIC CANADIAN,CANADA,EKATI,,14-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-40,2,6,1,0.3,7,3,1,3,1,3,2,10,2,2,60.7,60,,,2.6,,4,4,4,5,1,Indented Natural,NN,35,14,40.6,42.5,4,2,50,80,2,2,2,2,,14-04-2022,62,7,3,1,3,5,4,3,3,4,3,2,1,2,1,1,14-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,14-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-30.04,4,6,1,0.3,8,4,1,1,1,3,2,,,,60.7,59.7,4.27,4.3,2.6,1.007,4,4,4,5,1,NN,NN,34.3,14,41,43,3.7,1,24,,2,2,2,2,4,31-05-2022,7,8,4,1,3,5,4,3,3,4,3,2,1,1,1,1,09-06-2022,,ANGOLA,KOIN,CALENDULA,KOIN,ANGOLA,CALENDULA,,16-06-2022,Diarough N. V.,Diarough Sourcing S. A.,7
-30.04,4,6,1,0.3,8,4,1,1,1,3,2,,,,61.8,56.4,4.24,4.28,2.64,1.009,4,4,4,5,1,NN,NN,35.1,16.4,40.7,42.6,2.8,1,27,,2,2,2,2,4,02-06-2022,7,8,4,1,3,5,4,3,3,4,3,2,1,1,1,1,09-06-2022,,SOUTH AFRICA,UNKNOWN,UNKNOWN,EKAPA,SOUTH AFRICA,KIMBERLEY,,16-06-2022,Diarough N. V.,Diarough Sourcing S. A.,7
-40.91,4,6,1,0.3,9,6,1,1,1,2,2,,,,62.9,56.1,4.19,4.22,2.65,1.007,4,4,4,5,1,NN,NN,35.8,16.6,40.6,42.3,4,1,26,,2,2,2,2,4,02-06-2022,7,9,6,1,3,5,4,3,3,4,3,2,1,1,1,1,09-06-2022,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,16-06-2022,Diarough N. V.,Diarough Sourcing S. A.,7
-37.81,4,6,1,0.3,10,4,1,1,1,3,2,,,,61.9,57.3,4.24,4.26,2.63,1.005,4,4,4,5,1,NN,NN,35.3,15.5,40.9,42.4,4,1,26,,2,2,2,2,4,02-06-2022,7,10,4,1,3,5,4,3,3,4,3,2,1,1,1,1,09-06-2022,,NAMIBIA,NAMDIA,UNKNOWN,NAMDIA,NAMIBIA,UNKNOWN,,16-06-2022,Diarough N. V.,Diarough Sourcing S. A.,7
-45.03,3,6,1,0.3,6,2,1,1,3,3,,,,,61.7,61,4.26,4.31,2.65,1.012,,,,,,"Pinpoint, Feather, Natural",,33.5,12.5,41.8,44.5,4.5,1,50,75,1,,,,1,29-12-2021,9,,,,,,,,,,,,,,,,09-06-2022,,,,,,,,,17-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-34.04,3,6,1,0.3,9,2,1,1,1,3,,,,,62.2,57,4.26,4.28,2.66,1.005,,,,,,"Pinpoint, Feather, Indented Natural, Cavity",,32.5,13.5,41.6,44,4.5,1,55,75,1,,,,1,31-05-2022,5,,,,,,,,,,,,,,,,13-06-2022,,,,,,,,,17-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-34.89,1,6,1,0.3,6,6,1,1,1,3,2,10,2,2,61.7,56,4.31,4.34,2.66,1.007,4,4,4,5,1,,,34.5,15,40.8,43,3.5,2,,,2,,,,,22-12-2021,178,6,6,1,3,5,4,3,3,4,3,2,1,2,1,,22-12-2021,,,,,,AGGREGATE,UNKNOWN,,17-06-2022,Titan Company Limited,Titan Company Limited,30
-34.89,1,6,1,0.3,6,6,1,1,1,3,2,10,2,2,61.5,56,4.29,4.32,2.64,1.007,4,4,4,5,1,,,34.5,15,40.6,42.5,3.5,2,,,2,,,,,03-01-2022,166,6,6,1,3,5,4,3,3,4,3,2,1,1,1,,03-01-2022,,,,,,SOUTH AFRICA,UNKNOWN,,17-06-2022,Titan Company Limited,Titan Company Limited,30
-37.5,1,6,1,0.3,8,6,1,1,1,3,2,10,2,2,60.3,58,4.36,4.38,2.63,1.005,4,4,4,5,1,,,34,14,40.6,43,3.5,2,,,2,,,,,29-11-2021,201,8,6,1,3,5,4,3,3,4,3,2,1,2,1,,29-11-2021,,,,,,AGGREGATE,UNKNOWN,,17-06-2022,Titan Company Limited,Titan Company Limited,30
-40.15,1,6,1,0.3,7,6,3,3,3,3,2,10,2,2,64.1,59,4.15,4.22,2.68,1.017,4,4,4,5,1,,,36.5,15,41.2,44,5,2,,,2,,,,,02-03-2022,108,7,6,1,3,5,4,3,3,4,3,2,1,2,1,,02-03-2022,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,17-06-2022,Titan Company Limited,Titan Company Limited,30
-33.77,3,6,1,0.3,9,2,1,1,1,3,2,10,2,2,62.5,57,4.29,4.31,2.69,1.005,4,4,4,5,1,"Pinpoint, Internal Graining",,0,0,0,0,0,2,50,75,2,,,,1,02-05-2022,47,9,2,1,3,5,4,3,3,4,3,,,,,,02-05-2022,,,,,,,,,17-06-2022,Uni-Design Jewellery India Pvt. Ltd,Uni-Design Jewellery India Pvt. Ltd,30
-33.77,3,6,1,0.3,9,2,1,1,1,3,2,10,2,2,61.8,57,4.31,4.33,2.67,1.005,4,4,4,5,1,"Pinpoint, Surface Graining",,0,0,0,0,0,2,50,75,2,,,,1,02-05-2022,47,9,2,1,3,5,4,3,3,4,3,,,,,,02-05-2022,,,,,,,,,17-06-2022,Uni-Design Jewellery India Pvt. Ltd,Uni-Design Jewellery India Pvt. Ltd,30
-57,3,6,1,0.3,7,4,3,3,3,1,2,11,1,1,61.9,56,4.22,4.28,2.63,1.014,1,4,4,5,1,Cavity,-,34.5,15,39.8,41.5,5.5,1,50,75,2,2,2,1,1,13-05-2022,36,7,5,4,3,5,3,3,3,4,1,2,1,2,1,2,13-05-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,17-06-2022,Parshav Gems,Parshav Gems,7
-28.78,3,8,1,0.3,6,4,,1,3,3,,,,,62.7,61,3.82,5.06,2.39,1.325,,,,,,"Crystal, Feather",,,,,,,1,,,2,,,,1,27-08-2021,1,,,,,,,,,,,,,,,,18-06-2022,,,,,,,,,18-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-44,3,6,1,0.3,6,6,1,3,1,3,2,11,1,1,61.5,58,4.26,4.3,2.63,1.009,4,4,3,5,1,Twinning Wisp,-,36,15,40.6,42.5,4,1,50,75,3,1,1,1,1,27-05-2022,10,6,6,1,1,5,4,3,3,4,1,2,1,2,1,2,09-06-2022,,NAMIBIA,NAMDIA,UNKNOWN,NAMDIA,NAMIBIA,UNKNOWN,,18-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-43,3,6,1,0.3,6,7,1,1,1,3,2,11,1,1,62.8,56,4.27,4.31,2.69,1.009,4,4,3,5,7,Crystal,-,36,16,41.2,43.5,3.5,1,50,80,1,1,1,1,1,28-05-2022,10,6,7,1,1,2,4,3,3,4,1,2,1,1,1,2,09-06-2022,,ANGOLA,UNKNOWN,UNKNOWN,UNKNOWN,ANGOLA,UNKNOWN,,18-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-41.77,3,6,1,0.3,7,4,1,1,1,3,2,11,1,1,62.8,57,4.29,4.31,2.7,1.005,4,2,4,5,7,Cloud,-,35,15,41.4,44,4,1,50,80,1,2,1,2,1,26-05-2022,16,7,5,1,1,5,4,3,3,4,1,2,1,1,1,2,03-06-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,18-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-48,3,6,1,0.3,7,4,1,1,1,3,2,11,1,1,62.7,57,4.26,4.3,2.69,1.009,3,2,4,5,7,"Cloud, Crystal",-,35.5,15.5,41,43.5,4,1,50,80,1,1,1,1,1,26-05-2022,21,7,5,1,3,5,4,3,3,4,1,2,1,2,1,2,29-05-2022,,NAMIBIA,NAMDIA,UNKNOWN,NAMDIA,NAMIBIA,UNKNOWN,,18-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-43,3,6,1,0.3,9,6,1,1,1,3,2,11,1,1,62.3,56,4.28,4.31,2.68,1.007,4,4,4,5,8,"Feather, Crystal",-,34,15,41.2,43.5,4,1,50,80,1,1,1,1,1,21-05-2022,21,9,6,1,3,5,4,3,3,4,1,2,1,1,1,2,29-05-2022,,SOUTH AFRICA,UNKNOWN,UNKNOWN,EKAPA,SOUTH AFRICA,KIMBERLEY,,18-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-44,3,6,1,0.3,9,7,1,1,1,3,2,11,2,2,61.9,56,4.29,4.32,2.67,1.007,4,4,1,5,7,Feather,-,34.5,15,40.8,43,4,2,50,75,2,2,1,1,1,24-04-2022,56,9,7,1,3,5,4,3,3,5,1,2,1,2,1,1,24-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,18-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-21.06,2,6,1,0.3,8,4,1,1,1,3,2,10,2,2,61.4,54.8,4.33,4.34,,1.002,4,4,4,5,1,"Cloud, Feather",,33.3,14.7,40.7,42.9,3.8,2,,,,,,1,,28-01-2022,142,8,4,1,3,5,4,3,3,4,3,,,2,,,28-01-2022,,,,,,RUSSIAN FEDERATION,ALROSA,,18-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,60
-21.06,2,6,1,0.3,8,4,1,1,1,3,2,10,2,2,62.3,56.5,4.29,4.31,,1.005,4,4,4,5,1,"Crystal, Feather, Pinpoint",,34.3,14.9,41.2,43.7,3.7,2,,,,,,1,,28-01-2022,142,8,4,1,3,5,4,3,3,4,3,,,2,,,28-01-2022,,,,,,RUSSIAN FEDERATION,ANABAR,,18-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,60
-22.48,2,6,1,0.3,9,4,1,1,1,3,2,10,2,2,61.3,58,4.3,4.33,,1.007,4,4,4,5,1,"Cloud, Feather",,34.4,14.4,40.8,43.2,3.7,2,,,,,,1,,28-01-2022,142,9,4,1,3,5,4,3,3,4,3,,,2,,,28-01-2022,,,,,,RUSSIAN FEDERATION,NURBA,,18-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,60
-22.48,2,6,1,0.3,9,4,1,1,1,3,2,10,2,2,61.8,55.5,4.32,4.35,,1.007,4,4,4,5,1,"Cloud, Crystal, Feather, Needle",,34.8,15.2,40.8,42.9,3.7,2,,,,,,1,,15-01-2022,155,9,4,1,3,5,4,3,3,4,3,,,2,,,15-01-2022,,,,,,AGGREGATE,UNKNOWN,,18-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,60
-27.04,2,6,1,0.3,9,3,1,1,1,3,2,10,2,2,61.4,56.5,4.3,4.33,,1.007,4,4,4,5,1,,,35.1,15.3,40.7,42.8,3.3,2,,,,,,,,01-03-2022,110,9,3,1,3,5,4,3,3,4,3,,,,,,01-03-2022,,,,,,,,,18-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,60
90,2,6,1,0.3,9,3,1,1,1,1,2,10,2,2,62.3,57.9,4.29,4.31,,1.005,4,4,4,5,1,"Cloud, Pinpoint",,35.5,14.9,41.1,43.5,3.9,2,,,,,,1,,06-07-2021,348,9,3,1,3,5,4,3,3,4,3,,,2,,,06-07-2021,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,DTC,,18-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,60
-47,3,6,1,0.31,7,7,1,1,3,3,2,10,2,2,61.7,59,4.34,4.36,2.68,1.005,4,4,3,5,1,"Crystal, Feather",,36,15,40.8,43,4,2,50,80,2,,,1,1,19-01-2022,146,7,7,1,3,5,4,3,3,4,3,,,2,,,19-01-2022,,,,,,,AGGREGATE,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-48,3,6,1,0.31,9,6,1,1,3,3,2,10,2,2,61.4,60,4.32,4.33,2.66,1.002,4,4,4,1,1,"Cloud, Crystal",,35,14,41,43.5,4,2,50,80,2,,,1,1,15-01-2022,150,9,6,1,3,5,4,3,3,4,3,,,2,,,15-01-2022,,,,,,AGGREGATE,UNKNOWN,,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,0
-50,3,6,1,0.31,8,6,3,1,3,3,2,10,2,2,64.7,59,4.18,4.25,2.73,1.017,4,4,1,5,1,"Twinning Wisp, Cloud",,37,15.5,41.2,44,5.5,2,50,75,2,,,1,1,29-01-2022,131,8,6,1,3,5,4,3,3,4,3,2,1,2,1,,29-01-2022,,,,,,RUSSIAN FEDERATION,ANABAR,,08-06-2022,Chinastar Trade (Hong Kong) Limited,Chinastar Trade (Hong Kong) Limited,0
-45,3,6,1,0.31,2,4,1,1,1,1,2,10,2,2,62.2,56,4.35,4.36,2.71,1.002,4,4,4,5,1,"Feather, Pinpoint",,35,15.5,40.8,43,3.5,2,50,80,2,,,1,1,02-02-2022,132,2,4,1,3,5,4,3,3,4,3,,,2,,,02-02-2022,,,,,,RUSSIAN FEDERATION,ALROSA,,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,0
-42,3,6,1,0.31,7,3,1,1,1,1,2,10,2,2,62.2,58,4.31,4.33,2.69,1.005,4,4,4,5,1,Pinpoint,,35.5,15,41,43,4,2,50,75,2,,,1,1,20-02-2022,114,7,3,1,3,5,4,3,3,4,3,,,2,,,20-02-2022,,,,,,AGGREGATE,UNKNOWN,,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,0
-43,3,6,1,0.31,6,7,1,1,1,3,2,10,2,2,62.4,56,4.32,4.34,2.7,1.005,4,4,3,5,1,Twinning Wisp,,35.5,15.5,40.8,43,4,2,50,80,2,,,1,1,09-02-2022,125,6,7,1,3,5,4,3,3,4,3,2,1,2,1,,09-02-2022,,,,,,AGGREGATE,UNKNOWN,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-33.88,1,6,1,0.31,7,3,1,1,1,3,2,10,2,2,61.7,56,,,,,4,4,4,5,1,,,34.5,15,40.8,43,3.5,2,,,2,,,,,23-02-2022,105,7,3,1,3,5,4,3,3,4,3,,,2,,,23-02-2022,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,06-06-2022,Caratlane Trading Pvt. Ltd.,Caratlane Trading Pvt. Ltd.,7
-33.88,1,6,1,0.31,7,3,1,1,1,3,2,10,2,2,61.2,57,4.35,4.38,,1.007,4,4,4,5,1,,,34.5,15,40.6,43,3.5,2,,,2,,,,,24-02-2022,104,7,3,1,3,5,4,3,3,4,3,,,2,,,24-02-2022,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,06-06-2022,Caratlane Trading Pvt. Ltd.,Caratlane Trading Pvt. Ltd.,7
-34,1,6,1,0.31,6,3,1,1,1,3,2,10,2,2,61.5,57,4.37,4.38,,1.002,4,4,4,5,1,,,34.5,15,40.8,43,4,2,,,2,,,,,14-03-2022,86,6,3,1,3,5,4,3,3,4,3,,,1,,,14-03-2022,,,,,,SOUTH AFRICA,KIMBERLEY,,06-06-2022,Caratlane Trading Pvt. Ltd.,Caratlane Trading Pvt. Ltd.,7
-30,4,6,1,0.31,5,2,1,1,1,3,2,10,2,2,62.2,55.6,4.3,4.32,,1.005,4,4,4,5,1,Pinpoint,,35,16,40.8,42.5,3.7,2,,,,,,1,,23-03-2022,78,5,2,1,3,5,4,3,3,4,3,,1,1,,,23-03-2022,,,,,,RUSSIAN FEDERATION,ANABAR,,08-06-2022,Diarough N. V.,Diarough Sourcing S. A.,90
-33.88,1,6,1,0.31,7,3,1,1,1,3,2,10,2,2,61.3,57,4.35,4.38,,1.007,4,4,4,5,1,,,34.5,14.5,40.6,43,4,2,,,2,,,,,14-03-2022,86,7,3,1,3,5,4,3,3,4,3,,,2,,,14-03-2022,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,06-06-2022,Caratlane Trading Pvt. Ltd.,Caratlane Trading Pvt. Ltd.,7
-33,2,6,1,0.31,8,4,1,1,1,3,2,10,2,2,61.7,55,4.36,4.38,,1.005,4,4,4,5,1,Cloud,,34.5,15.5,40.8,43,3.5,2,,,2,,,1,1,26-03-2022,72,8,4,1,3,5,4,3,3,4,3,,,2,,,26-03-2022,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,03-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-60,3,6,1,0.31,7,6,3,1,1,3,2,11,1,1,62.9,57,4.32,4.34,2.72,1.005,4,1,4,5,8,"Cloud, Crystal",-,35,15,41.4,44,4,1,55,80,2,1,1,2,1,11-05-2022,29,7,6,1,3,5,4,3,3,5,1,2,1,2,1,2,11-05-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,Sheel Gems,Sheel Gems,75
-39,3,6,1,0.31,7,6,1,1,1,3,2,11,1,1,62.5,57,4.28,4.32,2.69,1.009,4,4,1,5,7,"Crystal, Feather",-,36,15.5,40.6,43,4,1,50,80,2,1,1,1,1,20-04-2022,55,7,6,1,3,5,4,3,3,4,3,2,1,2,1,1,20-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-33,2,6,1,0.31,8,4,1,1,1,3,2,10,2,2,62.7,57,4.3,4.34,,1.009,4,4,4,5,1,Crystal,,36.5,16,41,43,3.5,2,,,2,,,1,1,31-03-2022,75,8,4,1,3,5,4,3,3,4,3,,,2,,,31-03-2022,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-34,1,6,1,0.31,8,3,1,1,1,3,2,10,2,2,61.7,57,4.34,4.38,,1.009,4,4,4,5,1,,,34.5,14.5,40.8,43,4,2,,,2,,,,,09-03-2022,91,8,3,1,3,5,4,3,3,4,3,,,2,,,09-03-2022,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,06-06-2022,Caratlane Trading Pvt. Ltd.,Caratlane Trading Pvt. Ltd.,7
