Status 3, Ref,STOCK_ID,ONLINE,OMS,STATUS,BOX,CERT_NO,CERT,SHAPE,PCS,WEIGHT,COLOR,CLARITY,RAP,RAP_VALUE,C_DISC,C_PRICE,C_VALUE,DISC,PRICE,VALUE,CUT,POL,SY,FLUO,FLUO_COLOR,FANCY_COLOR,FANCY_INTENSITY,FANCY_OVERTONE,TD,TABL,MIN_DIAM,MAX_DIAM,HEIGHT,RATIO,COL_SHADE,MILKY,TABLE_BLACK,SIDE_BLACK,WHT_INC,KEY_TO_SYMBOL,CERT_COMMENTS,CR_ANGLE,CR_HEIGHT,PV_ANGLE,PV_DEPTH,GIRDLE_PERCENTAGE,GIRDLE_FROM,GIRDLE_TO,GIRDLE_CONDITION,STAR_LENGTH,LOWER_HALF,CULET,INSCRIPTION,EYE_CLEAN,TABLE_CLEAN,HA,CERT_TYPE,CERT_DATE,REF_DAYS,INTERNAL_COLOR,INTERNAL_CLARITY,OPEN,NATURAL,INTENDED_NATURAL,CAVITY,CHIP,EXTRA_FACET,GRAINING,CUT_COMMENTS,AM,PCR,LT,FMTS,C1T,REMARKS,OMS_REMARK,SALES_REMARK,DEMAND_STATUS,ASSORT_DATE,FACTORY_LOT_NO,MUM_SUBLOT_NO,KP_CERT_NO,AUDITABILITY_LEVEL,COUNTRY_OF_ORIGIN_MINE_ORIGIN,MINING_CO_NAME,MINING_CO_DESCRIPTION,SOURCE_CO,SOURCE_COUNTRY,SOURCE_MINE,EXTRA1,EXTRA2,EXTRA3,EXTRA4,EXTRA5,BILL_NO,BILL_DATE,CONTROL_NO, Inv_Date, Inv_Party, Inv_By , Inv_Term,Inv_Dis,Inv_Pr,Inv_Val, Cbd, Cbr, Cbv, Tab_Inc,Status2,SIZE GR,PU GR,CO GR,CUT2,PO 2 ,SY 2,CUT FL,tentative rap,PRL Size,PRL Make,Code1,Code2,PRL DISC,Diff%,Days range,SZ 2,Cod Value,Cod pr,COD RAP,CO GR 2,MONTH,CL FOR ROUGH,mv,mv con,Doss 1ct,FANCY_OVERTONE,TD,TABL,MIN_DIAM,MAX_DIAM,HEIGHT,RATIO,COL_SHADE,MILKY,TABLE_BLACK,SIDE_BLACK,WHT_INC,KEY_TO_SYMBOL,CERT_COMMENTS,CR_ANGLE,CR_HEIGHT,PV_ANGLE,PV_DEPTH,GIRDLE_PERCENTAGE,GIRDLE_FROM,GIRDLE_TO,GIRDLE_CONDITION,STAR_LENGTH,LOWER_HALF,CULET,INSCRIPTION,EYE_CLEAN,TABLE_CLEAN,HA,CERT_TYPE,CERT_DATE,REF_DAYS,INTERNAL_COLOR,INTERNAL_CLARITY,OPEN,NATURAL,INTENDED_NATURAL,CAVITY,CHIP,EXTRA_FACET,GRAINING,CUT_COMMENTS,AM,PCR,LT,FMTS,C1T,REMARKS,OMS_REMARK,SALES_REMARK,DEMAND_STATUS,ASSORT_DATE,FACTORY_LOT_NO,MUM_SUBLOT_NO,KP_CERT_NO,AUDITABILITY_LEVEL,COUNTRY_OF_ORIGIN_MINE_ORIGIN,MINING_CO_NAME,MINING_CO_DESCRIPTION,SOURCE_CO,SOURCE_COUNTRY,SOURCE_MINE,EXTRA1,EXTRA2,EXTRA3,EXTRA4,EXTRA5,BILL_NO,BILL_DATE,CONTROL_NO, Inv_Date, Inv_Party, Inv_By , Inv_Term,Inv_Dis,Inv_Pr,Inv_Val, Cbd, Cbr, Cbv, Tab_Inc,Status2,SIZE GR,PU GR,CO GR,CUT2,PO 2 ,SY 2,CUT FL,tentative rap,PRL Size,PRL Make,Code1,Code2,PRL DISC,Diff%,Days range,SZ 2,Cod Value,Cod pr,COD RAP,CO GR 2,MONTH,CL FOR ROUGH,mv,mv con,Doss 1ct
Demand Sale,18,PDO1124837,,,A,Z_SOLD_2022,CTS100 9526564,IIDGR,RO,1,0.3,F,VS1,2400,720,-30.04,1679,503.7,,,,EX,EX,EX,NON,NN,,,,62.9,55.7,4.22,4.24,2.66,1.005,NN,NN,NN,NN,NN,NN,NN,35.1,16.5,40.9,42.8,3.6,2.6,4.7,FACETED,26,,PTD,CTS100 9526564,Y,Y,N,IIDGR,44699,18,F,VS1,NN,NN,NN,NN,NN,NN,NN,NA,N,N,N,N,N,PB0,,,DEMAND,44703,KM116TQ22,B22XA2131FK,AE 129735,NOT AUDITABLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,30002453463,,,,,,,30002665256,44720,Diarough N. V.,Diarough Sourcing S. A.,90,503.7,1679,-30.04166667,489.22,1630.733333,-32.05277778,,Demand Sale,0.30-0.34,VS1-VS2,D-F,X,X,X,XXXNON,,0.30-0.34,,0.30-0.34ROVS1,NONF,CHK,#VALUE!,<30,0.30-0.39,503.7,1630.733333,-30.04,#N/A,JUNE'22,#N/A,new stock,Demand Sale,Doss,,61.7,56.2,4.25,4.27,2.63,1.005,NN,NN,NN,NN,NN,NN,NN,35.2,15.7,40.8,42.3,3.7,2.6,4.2,FACETED,26,,PTD,CTS100 9526566,Y,Y,N,IIDGR,44699,18,I,SI1,NN,NN,NN,NN,NN,NN,NN,NA,N,N,N,N,N,PB0,,,DEMAND,44703,KM115TQ22,B22XA2109DEK,AE 129735,NOT AUDITABLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,30002453492,,,,,,,30002665258,44720,Diarough N. V.,Diarough Sourcing S. A.,90,372.3,1241,-27,361.6,1205.333333,-29.09803922,,1630.733333,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17X,#N/A,CHK,#VALUE!,<30,<0.29,<30,1205.333333,CHK,#N/A,JUNE'22,#N/A, ,1630.733333,Doss
Demand Sale,18,PDO1124838,,,A,Z_SOLD_2022,CTS100 9526566,IIDGR,RO,1,0.3,I,SI1,1700,510,-27,1241,372.3,,,,EX,EX,EX,NON,NN,,,,61.7,56.2,4.25,4.27,2.63,1.005,NN,NN,NN,NN,NN,NN,NN,35.2,15.7,40.8,42.3,3.7,2.6,4.2,FACETED,26,,PTD,CTS100 9526566,Y,Y,N,IIDGR,44699,18,I,SI1,NN,NN,NN,NN,NN,NN,NN,NA,N,N,N,N,N,PB0,,,DEMAND,44703,KM115TQ22,B22XA2109DEK,AE 129735,NOT AUDITABLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,30002453492,,,,,,,30002665258,44720,Diarough N. V.,Diarough Sourcing S. A.,90,372.3,1241,-27,361.6,1205.333333,-29.09803922,,Demand Sale,0.30-0.34,SI1-SI2,G-I,X,X,X,XXXNON,,0.30-0.34,,0.30-0.34ROSI1,NONI,CHK,#VALUE!,<30,0.30-0.39,372.3,1205.333333,-27,#N/A,JUNE'22,#N/A,new stock,Demand Sale,Doss,,61.3,56,4.3,4.32,2.64,1.005,NN,NN,NN,NN,NN,NN,NN,34.8,15.8,40.8,42.5,3,1.9,3.7,FACETED,27,,PTD,CTS100 9526569,Y,Y,N,IIDGR,44699,18,G,VS1,NN,NN,NN,NN,NN,NN,NN,NA,N,N,N,N,N,PB0,,,DEMAND,44703,KM110TQ22,B22XA268GEMFK,AE 129735,NOT AUDITABLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,30002453500,,,,,,,30002665261,44720,Diarough N. V.,Diarough Sourcing S. A.,90,503.7,1679,-27,489.22,1630.733333,-29.09855072,,1205.333333,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17X,#N/A,CHK,#VALUE!,<30,<0.29,<30,1630.733333,CHK,#N/A,JUNE'22,#N/A, ,1205.333333,Doss
Demand Sale,18,PDO1125069,,,A,Z_SOLD_2022,CTS100 9526569,IIDGR,RO,1,0.3,G,VS1,2300,690,-27,1679,503.7,,,,EX,EX,EX,NON,NN,,,,61.3,56,4.3,4.32,2.64,1.005,NN,NN,NN,NN,NN,NN,NN,34.8,15.8,40.8,42.5,3,1.9,3.7,FACETED,27,,PTD,CTS100 9526569,Y,Y,N,IIDGR,44699,18,G,VS1,NN,NN,NN,NN,NN,NN,NN,NA,N,N,N,N,N,PB0,,,DEMAND,44703,KM110TQ22,B22XA268GEMFK,AE 129735,NOT AUDITABLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,30002453500,,,,,,,30002665261,44720,Diarough N. V.,Diarough Sourcing S. A.,90,503.7,1679,-27,489.22,1630.733333,-29.09855072,,Demand Sale,0.30-0.34,VS1-VS2,G-I,X,X,X,XXXNON,,0.30-0.34,,0.30-0.34ROVS1,NONG,CHK,#VALUE!,<30,0.30-0.39,503.7,1630.733333,-27,#N/A,JUNE'22,#N/A,new stock,Demand Sale,Doss,NA,60.9,59,4.28,4.31,2.62,1.007,NN,NN,NN,NN,WC1,"Feather, Manufacturing Remnant, Surface Graining",-,35.5,14.5,40.6,42.5,4,MED,STK,Faceted,50,75,NONE,GIA 2437453133,Y,Y,N,DD,44700,15,G,VVS1,NN,NN,NN,NN,NN,NN,SGR1,EX1,N,N,N,Y,N,MBMG-GIA,,,NON-DEMAND,44711,KM63TQ22,B22X1/93MBCLDEK,EU 00933680,NOT AUDITABLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,1.01E+11,44700,1.01E+11,44722,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30,505.27,1684.233333,-35.22179487,500.34,1667.8,-35.85384615,,1630.733333,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17X,#N/A,CHK,#VALUE!,<30,<0.29,<30,1667.8,CHK,#N/A,JUNE'22,#N/A, ,1630.733333,Doss
Demand Sale,15,PDO1125607,,,A,Z_SOLD_2022,2437453133,GIA,RO,1,0.3,G,VVS1,2600,780,-38,1612,483.6,,,,EX,EX,EX,NON,NN,NA,NA,NA,60.9,59,4.28,4.31,2.62,1.007,NN,NN,NN,NN,WC1,"Feather, Manufacturing Remnant, Surface Graining",-,35.5,14.5,40.6,42.5,4,MED,STK,Faceted,50,75,NONE,GIA 2437453133,Y,Y,N,DD,44700,15,G,VVS1,NN,NN,NN,NN,NN,NN,SGR1,EX1,N,N,N,Y,N,MBMG-GIA,,,NON-DEMAND,44711,KM63TQ22,B22X1/93MBCLDEK,EU 00933680,NOT AUDITABLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,1.01E+11,44700,1.01E+11,44722,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30,505.27,1684.233333,-35.22179487,500.34,1667.8,-35.85384615,,Demand Sale,0.30-0.34,IF-VVS2,G-I,X,X,X,XXXNON,,0.30-0.34,,0.30-0.34ROVVS1,NONG,CHK,#VALUE!,<30,0.30-0.39,483.6,1667.8,-38,#N/A,JUNE'22,#N/A,new stock,Demand Sale,Doss,NA,60,60,4.35,4.36,2.62,1.002,NN,NN,NN,NN,WT1,"Cloud, Pinpoint, Surface Graining",-,34,13.5,40.8,43,3.5,MED,,Faceted,50,75,NONE,GIA 6431455222,Y,Y,N,DD,44700,15,F,VVS2,NN,NN,NN,NN,NN,NN,SGR1,EX1,N,N,N,Y,N,MBMG-GIA,,,NON-DEMAND,44711,KM110TQ22,B22XA268GEMFK,AE 129735,NOT AUDITABLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,1.01E+11,44700,1.01E+11,44722,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30,505.27,1684.233333,-35.22179487,500.34,1667.8,-35.85384615,,1667.8,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17X,#N/A,CHK,#VALUE!,<30,<0.29,<30,1667.8,CHK,#N/A,JUNE'22,#N/A, ,1667.8,Doss
Demand Sale,15,PDO1125646,,,A,Z_SOLD_2022,6431455222,GIA,RO,1,0.3,F,VVS2,2600,780,-37,1638,491.4,,,,EX,EX,EX,NON,NN,NA,NA,NA,60,60,4.35,4.36,2.62,1.002,NN,NN,NN,NN,WT1,"Cloud, Pinpoint, Surface Graining",-,34,13.5,40.8,43,3.5,MED,,Faceted,50,75,NONE,GIA 6431455222,Y,Y,N,DD,44700,15,F,VVS2,NN,NN,NN,NN,NN,NN,SGR1,EX1,N,N,N,Y,N,MBMG-GIA,,,NON-DEMAND,44711,KM110TQ22,B22XA268GEMFK,AE 129735,NOT AUDITABLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,1.01E+11,44700,1.01E+11,44722,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30,505.27,1684.233333,-35.22179487,500.34,1667.8,-35.85384615,,Demand Sale,0.30-0.34,IF-VVS2,D-F,X,X,X,XXXNON,,0.30-0.34,,0.30-0.34ROVVS2,NONF,CHK,#VALUE!,<30,0.30-0.39,491.4,1667.8,-37,#N/A,JUNE'22,#N/A,new stock,Demand Sale,Doss,NA,62.6,57,4.28,4.31,2.69,1.007,B1,NN,NN,NN,WC1,"Pinpoint, Feather",-,34.5,15,41.6,44,4,MED,STK,Faceted,50,80,PTD,GIA 5436454808,Y,Y,N,DD,44706,20,F,VVS1,NN,NN,NN,NN,NN,NN,NN,EX1,N,N,N,N,N,GIA,,,NON-DEMAND,44706,KM112TQ22,B22XN268GEMFK,AE 129735,NOT AUDITABLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,1.01E+11,44700,1.01E+11,44722,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30,544.13,1813.766667,-35.22261905,538.82,1796.066667,-35.8547619,,1667.8,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17X,#N/A,CHK,#VALUE!,<30,<0.29,<30,1796.066667,CHK,#N/A,JUNE'22,#N/A, ,1667.8,Doss
Demand Sale,20,PDO1125648,,,A,Z_SOLD_2022,5436454808,GIA,RO,1,0.3,F,VVS1,2800,840,-40,1680,504,-30,1960,588,EX,EX,EX,NON,NN,NA,NA,NA,62.6,57,4.28,4.31,2.69,1.007,B1,NN,NN,NN,WC1,"Pinpoint, Feather",-,34.5,15,41.6,44,4,MED,STK,Faceted,50,80,PTD,GIA 5436454808,Y,Y,N,DD,44706,20,F,VVS1,NN,NN,NN,NN,NN,NN,NN,EX1,N,N,N,N,N,GIA,,,NON-DEMAND,44706,KM112TQ22,B22XN268GEMFK,AE 129735,NOT AUDITABLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,1.01E+11,44700,1.01E+11,44722,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30,544.13,1813.766667,-35.22261905,538.82,1796.066667,-35.8547619,,Demand Sale,0.30-0.34,IF-VVS2,D-F,X,X,X,XXXNON,,0.30-0.34,,0.30-0.34ROVVS1,NONF,CHK,#VALUE!,<30,0.30-0.39,504,1796.066667,-40,#N/A,JUNE'22,#N/A,new stock,Demand Sale,Doss,NA,62.6,57,4.28,4.31,2.69,1.007,NN,NN,NN,NN,WC1,"Pinpoint, Internal Graining, Surface Graining",-,35.5,15,41,43.5,4,MED,STK,Faceted,50,80,NONE,GIA 6431455279,Y,Y,N,DD,44700,15,E,VVS2,NN,NN,NN,NN,NN,NN,IGR1,EX1,N,N,N,Y,N,MBMG-GIA,,,NON-DEMAND,44711,KM116TQ22,B22XA2131FK,AE 129735,NOT AUDITABLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,1.01E+11,44700,1.01E+11,44722,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30,492.41,1641.366667,-39.20864198,487.6,1625.333333,-39.80246914,,1796.066667,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17X,#N/A,CHK,#VALUE!,<30,<0.29,<30,1625.333333,CHK,#N/A,JUNE'22,#N/A, ,1796.066667,Doss
Demand Sale,15,PDO1125656,,,A,Z_SOLD_2022,6431455279,GIA,RO,1,0.3,E,VVS2,2700,810,-39,1647,494.1,,,,EX,EX,EX,NON,NN,NA,NA,NA,62.6,57,4.28,4.31,2.69,1.007,NN,NN,NN,NN,WC1,"Pinpoint, Internal Graining, Surface Graining",-,35.5,15,41,43.5,4,MED,STK,Faceted,50,80,NONE,GIA 6431455279,Y,Y,N,DD,44700,15,E,VVS2,NN,NN,NN,NN,NN,NN,IGR1,EX1,N,N,N,Y,N,MBMG-GIA,,,NON-DEMAND,44711,KM116TQ22,B22XA2131FK,AE 129735,NOT AUDITABLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,1.01E+11,44700,1.01E+11,44722,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30,492.41,1641.366667,-39.20864198,487.6,1625.333333,-39.80246914,,Demand Sale,0.30-0.34,IF-VVS2,D-F,X,X,X,XXXNON,,0.30-0.34,,0.30-0.34ROVVS2,NONE,CHK,#VALUE!,<30,0.30-0.39,494.1,1625.333333,-39,#N/A,JUNE'22,#N/A,new stock,Demand Sale,Doss,,62.6,56.9,4.22,4.23,2.65,1.002,NN,NN,NN,NN,NN,NN,NN,35.9,15.8,40.9,42.3,4.5,1.4,4.5,FACETED,26,,PTD,CTS100 9526571,Y,Y,N,IIDGR,44699,18,I,VVS2,NN,NN,NN,NN,NN,NN,NN,NA,N,N,N,N,N,PB0,,,DEMAND,44703,KM137FMTQ22,B22393GEMFK,AE 130105,DECLARATIVE LEVEL,NAMIBIA,NAMDIA,UNKNOWN,NAMDIA,NAMIBIA,UNKNOWN,30002453475,,,,,,,30002665263,44720,Diarough N. V.,Diarough Sourcing S. A.,90,481.8,1606,-27,467.95,1559.833333,-29.09848485,,1625.333333,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17X,#N/A,CHK,#VALUE!,<30,<0.29,<30,1559.833333,CHK,#N/A,JUNE'22,#N/A, ,1625.333333,Doss
Demand Sale,18,PDO1125712,,,A,Z_SOLD_2022,CTS100 9526571,IIDGR,RO,1,0.3,I,VVS2,2200,660,-27,1606,481.8,,,,EX,EX,EX,NON,NN,,,,62.6,56.9,4.22,4.23,2.65,1.002,NN,NN,NN,NN,NN,NN,NN,35.9,15.8,40.9,42.3,4.5,1.4,4.5,FACETED,26,,PTD,CTS100 9526571,Y,Y,N,IIDGR,44699,18,I,VVS2,NN,NN,NN,NN,NN,NN,NN,NA,N,N,N,N,N,PB0,,,DEMAND,44703,KM137FMTQ22,B22393GEMFK,AE 130105,DECLARATIVE LEVEL,NAMIBIA,NAMDIA,UNKNOWN,NAMDIA,NAMIBIA,UNKNOWN,30002453475,,,,,,,30002665263,44720,Diarough N. V.,Diarough Sourcing S. A.,90,481.8,1606,-27,467.95,1559.833333,-29.09848485,,Demand Sale,0.30-0.34,IF-VVS2,G-I,X,X,X,XXXNON,,0.30-0.34,,0.30-0.34ROVVS2,NONI,CHK,#VALUE!,<30,0.30-0.39,481.8,1559.833333,-27,#N/A,JUNE'22,#N/A,new stock,Demand Sale,Doss,NA,62.3,58,4.24,4.26,2.65,1.005,NN,M1,BT1+,NN,WT1,"Cloud, Indented Natural",-,35.5,15,41,43,4,THN,STK,Faceted,50,80,PTD,GIA 2434476371,Y,Y,N,DD,44706,15,D,VS2,NN,N1,INC,NN,NN,NN,NN,EX1,N,N,N,Y,N,GIA,,,NON-DEMAND,44706,KM101FMDBCOOTQ22,B22F220FK,BW022848,DOC & SYSTEM FLOW LEVEL,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,,,,,1.01E+11,44701,1.01E+11,44720,Sheel Gems,Sheel Gems,75,365.77,1219.233333,-51.23066667,356.97,1189.9,-52.404,,1559.833333,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17X,#N/A,CHK,#VALUE!,<30,<0.29,<30,1189.9,CHK,#N/A,JUNE'22,#N/A, ,1559.833333,Doss
Sale,15,PDO1126048,,,A,Z_SOLD_2022,2434476371,GIA,RO,1,0.3,D,VS2,2500,750,-52,1200,360,-42,1450,435,EX,EX,EX,NON,NN,NA,NA,NA,62.3,58,4.24,4.26,2.65,1.005,NN,M1,BT1+,NN,WT1,"Cloud, Indented Natural",-,35.5,15,41,43,4,THN,STK,Faceted,50,80,PTD,GIA 2434476371,Y,Y,N,DD,44706,15,D,VS2,NN,N1,INC,NN,NN,NN,NN,EX1,N,N,N,Y,N,GIA,,,NON-DEMAND,44706,KM101FMDBCOOTQ22,B22F220FK,BW022848,DOC & SYSTEM FLOW LEVEL,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,,,,,1.01E+11,44701,1.01E+11,44720,Sheel Gems,Sheel Gems,75,365.77,1219.233333,-51.23066667,356.97,1189.9,-52.404,,Sale,0.30-0.34,VS1-VS2,D-F,X,X,X,XXXNON,,0.30-0.34,,0.30-0.34ROVS2,NOND,CHK,#VALUE!,<30,0.30-0.39,360,1189.9,-52,#N/A,JUNE'22,#N/A,new stock,Sale,Doss,NA,62.9,57,4.26,4.3,2.69,1.009,NN,NN,NN,NN,WC1,"Pinpoint, Feather",-,35,15,41.4,44,4,MED,STK,Faceted,50,80,NONE,GIA 6432478649,Y,Y,N,DD,44702,15,E,VVS1,NN,NN,NN,NN,NN,NN,NN,EX1,N,N,N,Y,N,MBMG-GIA,,,NON-DEMAND,44711,KM116TQ22,B22XA2131FK,AE 129735,NOT AUDITABLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,1.01E+11,44705,1.01E+11,44722,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30,580.91,1936.366667,-33.22873563,575.24,1917.466667,-33.88045977,,1189.9,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17X,#N/A,CHK,#VALUE!,<30,<0.29,<30,1917.466667,CHK,#N/A,JUNE'22,#N/A, ,1189.9,Doss
Demand Sale,15,PDO1126071,,,A,Z_SOLD_2022,6432478649,GIA,RO,1,0.3,E,VVS1,2900,870,-35,1885,565.5,,,,EX,EX,EX,NON,NN,NA,NA,NA,62.9,57,4.26,4.3,2.69,1.009,NN,NN,NN,NN,WC1,"Pinpoint, Feather",-,35,15,41.4,44,4,MED,STK,Faceted,50,80,NONE,GIA 6432478649,Y,Y,N,DD,44702,15,E,VVS1,NN,NN,NN,NN,NN,NN,NN,EX1,N,N,N,Y,N,MBMG-GIA,,,NON-DEMAND,44711,KM116TQ22,B22XA2131FK,AE 129735,NOT AUDITABLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,1.01E+11,44705,1.01E+11,44722,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30,580.91,1936.366667,-33.22873563,575.24,1917.466667,-33.88045977,,Demand Sale,0.30-0.34,IF-VVS2,D-F,X,X,X,XXXNON,,0.30-0.34,,0.30-0.34ROVVS1,NONE,CHK,#VALUE!,<30,0.30-0.39,565.5,1917.466667,-35,#N/A,JUNE'22,#N/A,new stock,Demand Sale,Doss,,61.3,57,4.28,4.3,2.63,1.005,NN,NN,NN,NN,NN,NN,NN,34.9,15.6,40.8,42.2,3.5,2.1,4.4,FACETED,26,,PTD,CTS100 9526580,Y,Y,N,IIDGR,44704,10,D,VS1,NN,NN,NN,NN,NN,NN,NN,NA,N,N,N,N,N,PB1,,,DEMAND,44711,KM116TQ22,B22XA2131FK,AE 129735,NOT AUDITABLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,30002456643,,,,,,,30002665339,44720,Diarough N. V.,Diarough Sourcing S. A.,90,489.9,1633,-39.51851852,475.82,1586.066667,-41.25679012,,1917.466667,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17X,#N/A,CHK,#VALUE!,<30,<0.29,<30,1586.066667,CHK,#N/A,JUNE'22,#N/A, ,1917.466667,Doss
Demand Sale,10,PDO1126514,,,A,Z_SOLD_2022,CTS100 9526580,IIDGR,RO,1,0.3,D,VS1,2700,810,-39.52,1633,489.9,,,,EX,EX,EX,FNT,NN,,,,61.3,57,4.28,4.3,2.63,1.005,NN,NN,NN,NN,NN,NN,NN,34.9,15.6,40.8,42.2,3.5,2.1,4.4,FACETED,26,,PTD,CTS100 9526580,Y,Y,N,IIDGR,44704,10,D,VS1,NN,NN,NN,NN,NN,NN,NN,NA,N,N,N,N,N,PB1,,,DEMAND,44711,KM116TQ22,B22XA2131FK,AE 129735,NOT AUDITABLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,30002456643,,,,,,,30002665339,44720,Diarough N. V.,Diarough Sourcing S. A.,90,489.9,1633,-39.51851852,475.82,1586.066667,-41.25679012,,Demand Sale,0.30-0.34,VS1-VS2,D-F,X,X,X,XXXFNT,,0.30-0.34,,0.30-0.34ROVS1,FNTD,CHK,#VALUE!,<30,0.30-0.39,489.9,1586.066667,-39.52,#N/A,JUNE'22,#N/A,new stock,Demand Sale,Doss,,62.1,55,4.27,4.29,2.66,1.005,NN,NN,NN,NN,NN,NN,NN,34.8,15.9,40.8,42.1,4.1,2.3,4.2,FACETED,27,,PTD,CTS100 9526583,Y,Y,N,IIDGR,44704,10,J,VVS2,NN,NN,NN,NN,NN,NN,NN,NA,N,N,N,N,N,PB0,,,DEMAND,44711,KM137FMTQ22,B22393GEMFK,AE 130105,DECLARATIVE LEVEL,NAMIBIA,NAMDIA,UNKNOWN,NAMDIA,NAMIBIA,UNKNOWN,30002456652,,,,,,,30002665342,44720,Diarough N. V.,Diarough Sourcing S. A.,90,416.1,1387,-27,404.14,1347.133333,-29.09824561,,1586.066667,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17X,#N/A,CHK,#VALUE!,<30,<0.29,<30,1347.133333,CHK,#N/A,JUNE'22,#N/A, ,1586.066667,Doss
